#OTU ID	GB11	GB12	GB14	GB21	GB22	GB23	GB24	GB25	GB26	GB31	GB32	GB33	GB34	GB35	GB36	GB41	GB42	GB43	GB44	GB45	GB46	GB51	GB52	GB53	GB54	GB55	GB56	GB61	GB62	GB63	GB64	GB65	GB66	GB71	GB72	GB73	GB74	GB75	GB76	GB81	GB82	GB83	GB84	GB85	GB86	PE11	PE12	PE14	PE15	PE16	PE21	PE22	PE23	PE24	PE25	PE26	PE31	PE32	PE33	PE34	PE35	PE36	PE41	PE42	PE43	PE44	PE45	PE46	PE51	PE52	PE53	PE54	PE55	PE56	PE61	PE62	PE63	PE64	PE65	PE66	PE71	PE72	PE73	PE74	PE75	PE76	PE81	PE82	PE83	PE84	PE85	PE86	PBS12	PBS13	PBS14	PBS15	PBS16	PBS21	PBS22	PBS23	PBS24	PBS25	PBS26	PBS31	PBS32	PBS33	PBS34	PBS35	PBS36	PBS41	PBS42	PBS43	PBS44	PBS45	PBS46	PBS51	PBS52	PBS53	PBS54	PBS55	PBS56	PBS61	PBS62	PBS63	PBS64	PBS65	PBS66	PBS71	PBS72	PBS73	PBS74	PBS75	PBS76	PBS81	PBS82	PBS83	PBS84	PBS85	PBS86
ASV380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1567	115	0	214	0	208	0	1378	0	0	0	809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8694	21175	21739	38355	15909	16038	0	0	10903	0	13376	21130	20794	22387	28285	4981	10434	0	0	0	0	0	0	0	0	0	0	453	0	0	0	0	0	0	0	0	9176	0	0	0	0	28932	112554	71017	0	42303	367577	80005	80733	485377	271818	0	175932	150346	266017	253775	156811	81365	259059	307763	72632	466347	138515	275601	174647
ASV954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28297	0	7787	0	1167825	179140	3141332	0	60816	0
ASV445	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1781	0	0	5503	2184	3157	7732	3084	1027	5698	7362	6209	15060	6033	10148	563	8087	11321	8002	5797	10424	16101	4945	14202	8777	3807	17789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6724	0	0	0	59571	14082	74877	11139	25744	20710	57260	51424	32938	20859	14511	32225	37347	38786	28199	0	17451	60300	17106	37359	38053	13820	9526	9509	0	0	1513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16783	0	208708	62792	32064	243752	0	64289	41105	254521	183391	253055	420194	254572	175888	360092	208014	441038	179234	201263	62834
ASV162	0	0	817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263445	40935	140107	43095	55745	210120	93645	96954	79822	45916	33765	27835	33947	100084	96806	0	0	102560	0	20352	16908	0	3423	3728	0	0	0	0	0	20606	0	0	0	0	0	0	0	0	0	0	0	58920	35801	14684	78363	25158	74224	141645	161680	259385	177436	697511	258291	0	0	0	243194	0	0	61615	0	292321	82377	258870	0	0	0	0	0	0	29872	0	0	0	0	32825	7555	0	9728	21782	0	0	0
ASV413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10075	3330	0	667503	0	392652	149817	447871	0	184973	189771	891303	87111	0	0	515568	19660	318019	0	15660	307833	313127
ASV277	49633	110893	6776	4197	3434	1169	1171	38888	3096	0	2775	7641	5896	21272	9617	0	1588	6103	1527	0	379	0	728	1184	4399	0	1925	0	0	0	0	0	1171	0	0	0	0	0	0	0	0	0	0	0	0	8002	7663	0	6284	8176	4280	20901	13524	2707	55088	42570	43238	43011	88694	25998	311891	298809	0	48626	105187	36204	105339	59274	0	0	24631	0	46138	0	0	12100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86924	30110	47286	26920	95917	53689	98444	109873	76953	163168	291023	43177	71906	69220	42089	712505	82032	90978	209554	124406	30976	225399	21546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV215	0	1591	0	0	0	0	113	0	0	0	458	662	2386	1252	428	0	459	470	0	0	438	2159	4944	4220	4739	9025	1892	6176	5283	2369	3591	10819	1579	2074	2688	2945	759	2295	946	2603	1286	2535	4029	2031	2103	0	221	0	0	0	450	549	0	447	663	1441	0	3039	0	6709	11518	21428	17619	7167	9023	15978	7123	15133	63694	42884	39295	46243	11885	38051	163410	184324	82678	155339	102264	113864	45700	52255	51957	35333	64889	36290	73620	53317	71143	74892	97894	64799	658	0	0	343	1225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3059	9083	0	0	4735	2991	47112	10055	3243	0	13599	7832	11801	35432	0	11548	124972	61729	46284	325676	173167	316917	965749	52009	265846
ASV414	0	0	0	1687	0	398	0	0	0	1465	1079	1949	0	0	1384	650	0	692	0	399	516	3075	2723	1477	0	0	2357	1321	1425	380	0	420	1991	0	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6502	0	0	0	0	0	3804	5881	0	11998	10081	34663	14895	47250	0	67379	22810	9182	9603	0	0	7920	6895	0	0	0	0	5822	6877	0	0	0	0	0	0	0	0	0	0	0	7440	0	0	0	0	0	17785	0	10317	0	0	0	64350	27036	0	0	23676	0	110453	320510	47885	52057	29241	260309	259179	79615	194282	375777	163325	123054	279899	177100	88889	83857	166207	112272	557496	202623	120835	44850	83888	29531
ASV913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24499	50050	15060	0	0	44383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367885	0	26499	0	0	0	46232	127226	151032	441774	446810	156455	362295	683702	361017	388383	325293	169479	220752
ASV236	926	524	0	19967	636	1039	1301	2074	129	3784	925	6877	5634	6172	5178	3695	1323	5289	1781	4298	2401	19916	2912	2894	23462	7453	8085	1684	127	1242	879	2331	4033	0	0	252	250	1764	485	5867	2226	2924	3485	2196	14420	4668	0	0	0	0	13878	2407	2576	1289	5483	2173	37633	14337	29727	44413	46928	45683	14149	29824	47711	39791	85689	33589	18072	17688	48768	24135	53995	30901	8344	8067	1647	1850	3037	4678	452	1044	153	0	0	12415	1244	2975	1338	471	13760	1040	0	129	2396	132	128	60847	6485	29989	23819	9241	26729	32746	13098	40573	63134	178693	24846	132344	60752	118065	107980	341413	82530	44746	126055	87493	44356	73897	112853	106916	93520	221146	198893	246530	45869	153571	17313	29877	232874	56092	77383	42425	8040	28905	28556	15529	17729
ASV385	0	0	0	0	0	0	267	400	0	0	0	262	0	0	0	785	0	0	0	0	0	1885	1122	1081	0	1452	1055	798	1174	383	0	0	802	0	0	0	0	0	249	0	508	0	0	0	0	0	0	0	0	0	0	911	0	0	0	525	0	5401	0	4611	20472	20005	15155	12823	29937	0	13570	9473	39198	22408	34247	24623	18377	30227	24372	41956	19627	16937	30164	21538	9592	9502	12597	14364	16205	11662	6231	28362	13439	21137	11056	0	0	0	0	0	0	0	5330	0	0	0	5090	9903	15475	34093	12973	0	25241	84606	86613	56546	0	0	19288	90350	203432	81718	80330	99230	180072	129605	106652	237302	138259	243595	100125	107359	228601	127405	187959	313635	249952	45713	63459	142259	91126	71324	85449
ASV593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	841	584	0	2994	0	1853	0	0	996	1007	0	1461	451	0	2421	602	2628	778	875	0	4467	0	1644	4756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3401	5685	5283	0	10470	0	0	0	11339	26771	15098	12946	9445	7038	15287	24159	20581	16965	12309	19651	29590	0	7160	8108	13101	32830	10011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4043	9751	0	15312	0	0	232009	51275	32793	67577	40598	59027	54371	363719	315812	273149	299343	101236	338547	302124	235442	783089	74524	263044	118371
ASV600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34729	0	0	0	54478	65036	0	0	52645	0	39982	0	37701	0	0	0	0	17605	0	8010	0	10252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57700	0	0	0	0	0	494581	324460	370944	1816254	629420	187506	0	0	0	45796	104134	0
ASV562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130375	0	0	920	0	28758	10643	7534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	486108	0	0	0	0	0	8017	37575	103357	414945	437572	26598	607355	347278	464837	242048	591282	99687	285901
ASV570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1145634	0	0	314453	0	0	1263924	0	0	140386	0	0	959196	0	0	261513	88506	0	124965
ASV1034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6344	0	5670	0	0	0	71928	91144	625287	0	66132	0	166864	61765	511637	0	0	0	238341	1393136	333535	0	75804	0	169759	241608	190849
ASV243	2581	7864	0	1908	1526	0	0	2334	0	8416	3370	2674	31446	20288	15720	12421	2779	9154	764	12112	1327	3144	10009	2960	3600	7903	2695	777	762	0	0	822	1756	0	0	0	0	0	0	0	0	0	0	0	0	1800	0	0	0	390	20817	28121	13524	3481	23144	52732	49244	46595	23148	64763	165042	167603	46963	40846	149616	95646	146412	95579	99146	49459	117242	52912	68957	104783	48589	24704	26680	0	23032	19750	0	0	0	0	6796	0	0	0	0	0	0	0	8730	1544	7566	4948	5778	36190	102334	35032	103258	66930	57892	44365	46562	71748	121294	299396	89944	154358	89121	86552	82478	205510	53676	32978	0	90078	47552	99304	0	0	0	0	44682	51604	13679	0	0	0	0	13754	0	0	0	0	0	0	0
ASV376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541	731	1584	352	1774	0	0	2235	563	0	0	0	0	1542	2762	0	4486	0	0	3006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6755	9637	40517	29554	127204	24039	43194	153685	200876	147798	53720	353988	312188	301005	203345	329867	166513	375543	85279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10999	0	0	0	0	0	0	0	11860	11450	131117	0	0	0	0	0	0	0	166894	151382	141032	0	93905	177891	91254	0	73550	0	144111
ASV526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	0	0	0	0	0	0	753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394631	0	0	0	0	0	75219	0	0	0	181172	0	24392	4531	0	0	232114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	890532	66936	0	0	0	0	1915530	6836	0	0	0	0	364788	22155	0	0	3941	0
ASV480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	860	0	2394	1206	387	0	987	0	1648	0	2796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	944931	255448	57734	0	60670	0	319525	20269	56428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356166	0	0	0	0	185889	0	0	14325	0	579510	148034	465439	0	246408	0	104997	256301	64071
ASV826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306042	0	0	0	0	0	2672069	0	197761	0	0	0	911706	0	37778	0
ASV363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1220	0	0	3949	0	0	0	0	0	0	0	0	2751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	198284	0	28147	370179	15896	525083	99398	287486	67790	0	198316	271678	0	477902	620473	129409	244233	134462	0	120398	27370	210455	0	54438	0	0	28708	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV26	19797	360337	86898	10317	19238	22948	99045	12050	11883	0	2680	10546	9412	2441	938	0	0	3094	1720	330	0	0	0	0	2478	434	0	0	0	315	1379	0	330	0	0	0	0	0	0	0	0	0	0	0	0	3719	20830	61633	21575	10528	4713	43032	3483	33883	4418	5401	2436	7943	17983	57934	0	0	3689	6164	15559	24668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7508	0	0	0	0	0	0	0	0	0	0	0	307619	159086	1195918	135715	14757	43018	105004	239639	203830	86125	28869	0	134259	157194	68011	10003	0	42034	62309	69230	13982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV193	681	0	0	5233	218	0	0	6889	221	1454	793	2838	6289	9454	3382	1747	2269	6974	0	1451	325	0	7695	3044	1828	3745	0	0	653	852	0	0	0	0	0	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	889	2280	331	3757	3388	2411	57925	22393	6266	38865	78468	182174	105409	1305825	216413	72826	163601	214939	106139	142047	220971	14901	3582	80304	12200	18294	294325	0	26323	47669	0	0	9327	0	7767	36788	10930	2975	33254	0	322383	0	0	0	0	0	0	0	0	0	0	0	0	0	5725	7222	0	13492	0	0	0	125112	0	11365	5292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV404	0	0	0	0	0	0	520	0	0	0	0	0	0	0	0	765	0	0	0	0	0	0	0	0	10398	0	0	3885	3300	2484	64508	2743	4944	0	8087	16855	15504	7057	1697	33838	5687	24506	30203	16399	22909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13046	0	0	0	0	0	18228	0	0	0	18150	24374	37009	10799	7623	0	0	14713	20801	0	18445	0	0	0	123439	34577	29715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72170	0	0	0	66693	38786	0	46277	121833	121308	1297025	282619	33411	0	0	294647	925911	109919	32590
ASV263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69919	55722	39464	99096	59019	49060	55353	51897	49458	65972	65161	68738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122170	146809	121191	137560	82992	86401	147673	185156	153031	193381	180530	149026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74801	124439	113302	120492	163301	146403	103553	0	97619	149680	219561	83632	137883	93952	0	0	0	0	0	0	0	0	0	0	0	0
ASV377	1351	401	0	20374	909	2917	133	2381	527	3862	1079	4158	1337	2546	2265	2860	540	3736	0	266	903	6150	248	0	5713	1967	917	0	0	380	0	0	398	0	0	0	0	0	0	0	4163	0	0	0	6051	680	0	0	0	0	2779	517	526	0	0	1044	7844	0	7625	6948	0	7948	21503	0	5228	5159	0	4704	43029	7185	18431	12228	14840	9057	9182	6516	13780	0	11708	13966	9834	19028	9227	0	0	0	17931	31205	18505	16025	36183	16829	0	788	386	269	0	14203	0	2708	0	2829	3592	1886	0	0	0	0	2549	20198	0	0	0	0	0	5411	10589	4464	0	0	161360	13709	7089	11462	0	0	7083	147947	14613	73095	44253	0	85428	1054280	141289	781621	406605	13049	483134
ASV711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18247	0	0	0	0	0	0	172202	0	359599	1659660	75563	20761	0	0	959169	195991	228362	308698
ASV358	3462	1412	0	2348	0	0	0	0	0	1807	0	784	0	0	2845	7448	0	0	0	802	389	10885	0	607	0	10083	1777	1395	0	764	0	1266	801	0	0	581	577	0	0	0	0	0	0	0	0	12310	0	0	0	0	7383	779	1982	0	5297	13177	129098	17155	14495	0	105074	178583	474727	37405	37686	6272	144467	172502	633560	41480	45725	0	195201	97355	177946	13962	21536	0	48803	27187	0	0	0	0	30978	0	8134	0	0	10148	0	0	0	0	0	0	0	10605	0	0	0	8124	31894	70083	0	0	0	101712	33953	329907	40762	0	0	88179	47880	157576	0	0	0	114301	0	102259	0	0	0	42301	14658	0	0	0	0	0	0	0	0	0	0	5621	0
ASV643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7530	0	0	0	0	0	128098	55458	40020	40878	193875	115385	229953	329828	201839	894629	284420	26603	108701	130920	177035	584688	263562	10698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20519	0	27333	48541	0	0	0	0	0	33341	0
ASV42	0	139104	0	0	1687	0	0	7804	4476	0	2697	0	0	8039	2642	390	1350	0	0	532	903	0	1114	0	0	1180	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	598	0	0	136836	10220	404530	60254	0	150712	31411	5131	210666	162665	0	214079	0	32371	167527	123338	0	85013	0	0	107982	93918	0	39779	19771	0	46910	29519	0	0	0	0	3444	1945	0	0	0	0	0	0	0	0	0	0	0	0	258604	7484	14926	356160	39700	11498	81527	18144	12687	198828	201434	0	55197	13756	9370	138136	19687	0	43149	20057	0	58486	13371	0	0	0	0	52662	0	0	0	0	0	10436	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1033	0	1466	0	0	0	3187	328	0	3242	0	1387	0	1715	1678	4410	0	2814	0	1822	0	0	0	328	1844	0	1505	1047	792	16390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4293	0	0	1314	3895	0	0	0	4070	0	15977	0	9940	11105	53502	68584	31603	24551	55180	56189	43142	108455	49705	39631	52607	40264	10087	111244	37764	40323	141607	97579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5243	0	7524	0	0	38785	63832	35747	30359	0	36977	66584	152305	156551	328346	52695	78715	122477	467034	220741	656479	28097	60896	166650
ASV250	363	0	0	871	348	0	0	0	177	8401	1086	0	10949	7375	2196	15881	6707	26194	6448	4638	346	29257	2825	28471	6757	14082	21974	23416	5564	2722	6189	3005	3386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	9752	0	29135	63508	5107	14475	6255	53837	8345	6189	4235	12596	7630	6183	12158	33840	0	2256	36179	30279	28005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	7627	355347	9271	0	196573	49654	568854	48802	338803	45252	0	129485	397696	131432	148877	95942	88921	234050	70154	105389	57747	17334	40346	0	0	34041	11541	0	85520	28527	6390	0	0	0	8127	0	0	0	0	0	0	0
ASV167	0	0	0	0	0	0	4603	0	0	0	1220	13323	53822	35151	1517	4704	6718	33382	18008	32859	8750	55838	50955	13964	122232	75519	70087	3586	32808	34965	34948	13290	58448	0	7465	4257	4809	6010	0	0	3614	4070	0	0	2903	0	0	0	0	0	0	0	0	0	0	0	0	0	5748	66424	51093	0	20842	30672	85470	133725	221532	29384	136701	179659	243274	63356	94129	207353	32720	40850	47127	71948	54773	63436	0	0	0	0	0	0	8134	0	0	0	0	8686	0	0	0	0	0	0	0	0	11678	0	0	0	0	0	21584	80594	0	0	42821	23802	53397	74368	18222	74411	166895	136644	87912	67559	0	0	52207	131553	59413	0	46906	0	27951	0	0	0	0	0	0	23669	0	0	0
ASV194	4103	2622	0	2035	0	910	0	4537	0	1827	1982	3948	0	11555	6658	0	2647	2983	0	3256	885	0	4610	2499	2799	3984	3080	5310	6220	2235	1757	2194	15743	4924	2022	1509	1500	2899	2667	0	0	0	1033	439	1887	0	0	0	655	1168	3113	6207	0	0	4336	11633	15213	21027	9909	0	45051	44335	59607	23503	39545	33268	74897	93027	241299	187532	141379	129620	98462	133136	142986	133098	192029	234839	202143	164761	131315	142910	111571	33930	185586	221868	51473	86453	51431	34236	68978	27933	0	901	0	660	1156	0	0	0	0	0	9518	0	0	0	0	0	0	40731	0	0	0	0	11088	0	0	0	10390	0	0	0	17635	0	0	20588	0	0	0	0	0	0	10945	0	0	0	0	0	0
ASV420	0	0	607	0	0	0	990	0	0	0	0	0	4789	0	0	0	0	0	1162	0	0	0	0	0	18474	587	0	0	0	0	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	1767	0	0	0	0	0	83660	0	0	1605	0	24137	875659	0	0	1274	0	45260	512497	0	25281	0	0	25080	283331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1536	0	0	0	0	0	20926	0	0	0	0	0	0	0	0	0	0	0	113856	0	0	26587	50361	9084	451122	16163	10821	0	0	34212	1166570	0	21971	0	0	0	0	0	17837	0	0	0	20842	0	0
ASV525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357452	0	0	37829	196617	0	828737	0	0	0	1775254	0	146107	0	0	0	269135	0	126756	0	0	0	123620	0
ASV676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3409	87187	0	0	0	0	2327466	0	0	0	0	239516	151070	329050	639543	0	0	11624	2196	0	49291	0	12119	0	0	5917	0	0	0	0	0	0	0	0	0
ASV476	0	0	0	0	0	0	0	0	0	0	0	0	10590	0	0	0	0	1858	697	0	173	3411	3490	1442	7853	0	0	1064	2956	0	3611	751	1247	0	1108	1206	856	2589	1495	1682	2541	1526	0	0	4431	0	0	0	0	0	0	174	0	530	0	0	0	0	0	34130	0	0	0	0	22590	12957	0	0	48138	0	17770	28437	0	0	42581	0	0	58302	0	22784	14647	16553	14486	0	37697	0	0	31022	20973	23665	10633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58281	0	0	63245	119795	112771	245417	123038	134553	130186	96083	209076	486954	103169	100684	90488	193246	33531	437572	0	167818	36854	0	75361	199197	58603	60895
ASV627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1706	0	0	0	0	0	0	0	0	0	0	32715	0	0	31595	0	0	0	12846	0	0	0	1581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14592	0	0	2376	0	0	0	0	0	0	0	0	0	0	20153	0	0	101067	0	46132	75924	76816	0	318413	72946	0	0	0	91466	319364	216414	535897	401243	421500	113194	290246	139740	237070	89222	100708	67462
ASV364	0	0	0	0	0	0	0	0	0	0	1222	0	0	0	0	0	0	0	784	0	0	0	0	0	2465	2773	0	0	1174	0	0	0	0	0	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1199	4945	3176	530	2358	0	29122	17348	36049	8745	47620	54167	0	100417	31253	15247	101606	0	45043	65105	87050	0	134822	0	43533	0	0	0	79051	54645	0	0	0	7007	0	0	0	0	0	0	0	0	0	529	0	0	0	6265	19455	9134	28505	5290	0	40968	114918	89895	118064	177766	54047	316132	345215	269439	179956	210290	92429	72944	0	59382	134797	269475	0	0	0	71984	28708	78605	0	0	0	0	13292	0	0	0	0	15807	0	0	0
