ASV_ID	GB81	GB82	GB83	GB84	GB85	GB86	PBS81	PBS82	PBS83	PBS84	PBS85	PBS86	PE81	PE82	PE83	PE84	PE85	PE86
ASV302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV303	0	0	0	0	0	0	2120678	662921	2741934	1834396	2262134	323742	0	0	0	0	0	0
ASV304	0	0	0	0	0	0	0	0	0	0	56950	0	0	0	0	0	0	0
ASV305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV306	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0
ASV307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV309	3178	2202	6104	0	1605	11261	95679	93702	218418	70305	110323	122682	14486	4755	7534	6884	15950	16079
ASV310	24560	7418	30911	48403	15814	33960	0	0	188816	165417	95456	0	165150	225143	154292	316608	254035	172498
ASV312	0	0	0	0	0	0	0	0	0	0	0	0	0	49710	0	0	0	0
ASV313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128227	0
ASV316	0	0	0	0	0	0	777095	727284	536146	567311	191672	685569	0	0	0	0	19935	2229
ASV317	873	0	446	0	2226	755	1029780	144257	541181	306882	1284433	259992	0	8199	0	4900	9738	0
ASV318	7806	1553	13988	5223	4699	12034	123448	39709	216627	82263	152950	45111	9765	6228	49156	63549	32739	13061
ASV320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV321	0	847	1335	884	1404	2031	170804	81290	312938	63635	183107	53037	0	0	27285	0	0	0
ASV322	981	0	0	0	0	0	0	0	9101	0	6413	0	4474	0	0	10488	0	0
ASV323	892	269	910	938	0	1370	10147	0	19981	10324	0	4829	2372	6004	0	10838	13712	0
ASV325	0	508	0	0	301	0	309892	120886	775958	396141	290615	107146	2716	7982	4123	51471	6887	5190
ASV326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV327	0	0	0	0	0	0	0	0	0	0	0	0	34092	0	25084	541134	853400	791817
ASV328	2046	0	2506	1162	1098	4852	76830	80781	111891	22700	92487	43410	0	0	0	0	15348	0
ASV329	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV331	9946	44764	28099	28614	37047	8768	0	0	0	0	0	0	11148	295155	40205	22043	185872	0
ASV332	419	0	0	0	0	0	0	0	0	0	0	0	956	0	0	0	0	0
ASV333	0	0	0	0	0	0	0	24758	49885	0	0	0	0	0	0	0	0	0
ASV334	1963	762	1430	1989	2558	831	60065	17569	14849	37316	4849	56787	189007	88822	182038	15328	159497	0
ASV335	34470	8367	45226	19798	8257	89976	588172	631556	335463	89347	189215	226417	133293	164806	174684	136738	388773	166228
ASV336	0	0	0	0	0	0	0	0	50351	0	0	0	0	0	0	0	0	0
ASV337	1909	1176	2806	2240	492	2640	22008	18000	28443	17088	12611	9704	4613	9067	17721	9054	10565	9730
ASV338	7368	9644	1671	3098	1318	10107	527721	119066	1012616	1070667	273122	391083	0	0	0	5183	0	15155
ASV339	3684	2226	4177	7551	1318	9096	0	14166	0	0	3197	0	6065	0	8918	9894	9262	14932
ASV340	3226	0	0	0	0	0	0	0	0	0	0	0	5975	0	0	0	0	0
ASV341	0	0	0	0	0	0	171500	0	0	121848	292360	135914	0	0	0	0	0	0
ASV342	8783	23126	20463	25240	11293	2701	0	0	0	0	0	0	0	80711	61022	0	0	0
ASV343	5847	3603	7638	5753	1757	9241	87806	40254	89513	35869	45150	40449	13596	29471	253034	26922	19053	11717
ASV344	0	0	0	0	0	0	0	0	142157	429521	789161	10044	0	0	0	31152	0	0
ASV345	0	0	0	0	0	598	148783	43382	465110	70081	14729	56464	6763	0	44065	0	13466	0
ASV346	0	0	0	0	0	0	0	406698	369914	573630	803138	257944	0	0	0	0	0	0
ASV347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV349	0	0	0	0	0	0	23229	60553	28068	0	0	21549	0	0	0	0	0	0
ASV350	0	0	0	0	0	1363	0	0	0	0	0	0	0	0	0	0	0	0
ASV352	702	106	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	637
ASV353	702	0	0	0	377	0	74945	0	25575	26959	11875	100341	0	0	0	0	0	0
ASV354	0	0	0	0	0	0	160301	0	111586	0	545574	0	0	0	0	0	0	0
ASV355	0	0	0	0	0	0	2802094	227157	3173515	0	27404	0	0	0	0	0	0	0
ASV356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV357	4060	300	7695	470	89	3519	12568	0	0	0	0	0	283	0	271	2766	0	180
ASV358	0	0	0	0	0	0	0	0	0	0	5621	0	8134	0	0	10148	0	0
ASV359	0	0	3393	0	0	2659	52538	42136	104966	0	0	37747	0	0	0	0	0	0
ASV360	0	0	0	0	0	0	492022	214012	396514	128701	157570	130622	0	0	0	0	0	0
ASV361	3002	1855	4038	1420	2782	7142	0	0	0	0	0	0	0	0	0	0	6704	0
ASV362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5654	0	0
ASV363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV364	0	0	0	0	0	0	0	0	15807	0	0	0	0	0	0	0	0	0
ASV365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV367	279	0	0	317	0	0	0	0	4198	0	0	0	0	0	0	0	0	0
ASV368	0	0	0	0	0	0	2095983	178969	1603029	102961	59070	31704	0	0	0	0	0	0
ASV369	17139	6578	28396	21555	10603	23700	70342	25272	55808	33644	12600	64346	58373	55454	81278	54077	71174	104297
ASV370	0	0	0	0	0	0	173162	59250	325398	25245	309455	263383	0	0	0	0	0	0
ASV371	0	0	0	0	0	0	0	0	173664	29609	58993	0	67647	301264	170197	101296	129664	0
ASV372	6009	1928	4982	4145	3627	9025	73572	121645	230113	117229	114950	88383	15836	76585	29456	126502	42242	104004
ASV373	0	0	0	0	0	0	0	0	0	0	0	0	25681	6318	12756	3851	95162	0
ASV374	9124	43721	32041	22627	28491	7793	6545	18989	0	9989	15591	19161	5340	173269	28296	17786	129972	23092
ASV375	0	0	0	0	0	0	0	0	0	0	0	0	8972	13828	12756	34543	8397	0
ASV376	4486	0	0	3006	0	0	177891	91254	0	73550	0	144111	301005	203345	329867	166513	375543	85279
ASV377	0	4163	0	0	0	6051	1054280	141289	781621	406605	13049	483134	17931	31205	18505	16025	36183	16829
ASV379	10415	8121	3213	5728	3379	63274	160722	172055	382350	89937	100669	157590	12698	118989	15304	54084	41807	98773
ASV380	0	1378	0	0	0	809	307763	72632	466347	138515	275601	174647	20794	22387	28285	4981	10434	0
ASV381	0	1216	1369	3597	1920	3756	0	0	0	0	0	0	0	0	0	11328	0	3167
ASV382	0	0	0	0	762	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV385	0	508	0	0	0	0	45713	63459	142259	91126	71324	85449	6231	28362	13439	21137	11056	0
ASV387	0	0	0	0	0	0	81280	53123	173382	32237	58104	34712	8558	0	17679	0	16754	0
ASV388	6822	7913	6405	22717	2050	8355	0	17611	0	66851	23445	0	0	0	15459	104279	13407	0
ASV389	0	0	1989	0	1255	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV390	0	0	0	0	0	0	0	0	0	0	0	0	0	535581	0	0	0	8193893
ASV391	5867	3709	0	6196	2928	11590	115374	0	123547	0	18117	190979	79932	156046	62282	56380	66861	276057
ASV392	8500	3851	3880	6560	14643	14802	0	0	0	0	0	0	6119	25744	0	40678	46272	46278
ASV393	45299	23368	17405	12004	5857	12668	138139	64191	89513	79484	19335	46930	78221	129928	37458	123439	33342	51854
ASV394	0	3533	0	0	0	0	1384238	178012	1115106	998117	671728	77818	0	0	0	112337	163993	0
ASV395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV396	0	0	0	2502	0	0	0	0	0	0	0	0	6506	0	0	13621	0	3942
ASV398	16672	9949	47442	11412	5818	75904	53965	14452	112540	6928	20719	28748	96704	85881	119309	72075	89375	163386
ASV399	29472	15727	13701	0	14057	68890	1769417	1502910	1838373	73273	138479	1213922	31350	91247	29253	0	67742	130867
ASV400	0	0	0	0	0	0	40398	22814	186805	37721	121689	58261	2716	0	5192	0	0	0
ASV401	3888	0	1880	0	659	4043	265412	129786	830093	220292	244348	95424	0	0	5351	14606	10056	5349
ASV402	0	0	0	0	659	0	0	0	41260	0	35396	15056	0	0	0	0	0	0
ASV403	5322	2968	5430	4840	1538	8894	60532	50153	88114	27043	34711	23660	9564	19092	29208	21908	20640	17160
ASV404	33838	5687	24506	30203	16399	22909	0	0	294647	925911	109919	32590	0	0	0	123439	34577	29715
ASV406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV407	818	0	5012	5034	1098	2224	63637	0	125878	45006	0	9972	0	0	6912	9188	18259	8469
ASV408	0	0	0	0	0	0	0	0	75361	0	0	0	0	0	10588	0	0	0
ASV409	0	1605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV410	0	535	0	0	0	0	17909	0	0	0	0	0	31064	101685	16615	0	43128	0
ASV411	0	0	0	0	0	0	0	0	0	0	0	0	0	1761	0	0	0	0
ASV413	0	0	835	0	0	0	19660	318019	0	15660	307833	313127	0	0	0	0	0	0
ASV414	0	0	0	0	0	0	557496	202623	120835	44850	83888	29531	0	0	0	0	0	0
ASV415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV416	1119	2635	1369	2539	0	0	793023	61925	2227125	72054	302237	53854	0	25744	0	0	0	0
ASV417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV418	4707	1669	836	0	1318	3032	0	0	0	0	0	0	0	0	0	0	0	0
ASV420	0	0	0	0	0	0	0	0	0	20842	0	0	0	0	0	0	0	0
ASV421	980	0	1251	0	0	968	61341	31866	205190	21276	86969	51988	13689	0	0	0	0	0
ASV422	1638	2596	0	8712	0	29513	0	48239	0	4146	0	0	0	0	0	0	0	0
ASV423	0	0	0	0	0	0	24451	21502	67537	50701	28154	17277	1917	9001	11148	11778	3444	0
ASV424	2907	2304	1977	2635	2599	8971	54646	35793	88553	35625	64590	35637	12146	22301	21637	13939	41807	8836
ASV425	0	0	0	0	0	0	571180	404671	760860	236873	234757	271412	496384	928837	669788	616254	668960	610207
ASV426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19175	0	6750463	0
ASV427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV428	0	0	703	0	0	1069	0	0	0	0	0	0	0	0	0	0	0	0
ASV429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV430	0	0	0	5614	1757	2628	0	0	54547	12041	15072	16426	0	0	24526	0	0	0
ASV431	2183	2275	1225	1755	1640	3234	602637	210515	291290	415213	219472	296076	5598	27639	14864	5277	33025	17473
ASV432	1228	0	0	2323	1318	6873	277830	390505	534281	324516	347111	296441	37322	231093	93645	25913	348240	0
ASV433	0	2881	7300	3008	0	0	215488	126377	395150	70525	187568	136689	8606	0	80094	0	44189	0
ASV434	374	0	0	0	0	0	7796	16433	0	23255	0	0	5113	4755	35226	7315	12567	3053
ASV435	0	1823	0	0	0	5492	0	0	0	0	0	0	0	0	0	0	0	0
ASV436	0	0	0	0	0	0	0	0	0	0	0	0	2014462	3061741	1501449	0	291082	144863
ASV437	0	497	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV438	14885	10513	31719	20293	11275	14918	265603	141674	202691	130470	74004	78426	359750	169193	281389	155200	401883	96536
ASV439	2617	1524	1144	0	200	23445	0	0	0	4507	0	17143	19172	52761	4887	77233	24408	279041
ASV440	0	0	0	0	0	0	0	0	0	35471	37558	0	0	0	0	0	0	1131
ASV441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV443	2183	865	0	0	0	0	30008	0	0	0	0	18251	9953	5455	0	0	0	0
ASV444	0	0	0	0	0	0	355783	17307	0	0	0	76431	145923	112995	173282	91001	202755	8548
ASV445	16101	4945	14202	8777	3807	17789	360092	208014	441038	179234	201263	62834	17106	37359	38053	13820	9526	9509
ASV446	9005	3091	9886	2840	1611	6603	90540	0	0	0	0	83692	137936	176048	147157	42089	23463	175024
ASV447	0	0	0	0	0	0	0	0	0	0	0	0	3036	0	0	0	0	0
ASV448	0	0	1707	1117	0	0	0	12792	0	0	0	0	0	0	0	0	0	0
ASV449	0	0	0	0	0	0	0	0	0	0	0	0	5365	0	0	0	0	0
ASV450	10507	5752	6255	3313	5403	11891	506306	514901	676134	329343	143368	381672	54636	99447	98486	51901	138395	69840
ASV451	747	0	1716	177	0	1846	0	0	250989	81482	66945	298045	41753	0	0	47975	92315	64723
ASV453	51985	2967	5848	13166	34263	35577	41907	0	0	0	0	0	0	0	0	93286	50278	0
ASV454	0	0	0	1936	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV455	0	0	0	0	0	4620	47451	55021	225381	99036	0	98218	0	0	0	0	0	0
ASV456	0	0	0	0	0	0	2163656	238259	2305426	0	21466	0	0	0	0	0	0	0
ASV457	5086	3292	5438	2749	4549	21171	320527	216117	439041	128131	72022	134449	7039	13938	0	13242	14405	10154
ASV459	57933	15607	38804	37241	9362	10162	0	0	0	30202	0	0	0	0	40694	0	0	0
ASV460	0	150	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162319	0	3393490	0
ASV462	3919	987	1333	0	1869	4086	0	44394	0	0	49074	11441	11167	10287	0	0	44197	14463
ASV463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV465	3040	20199	5583	15144	31314	19013	6915	0	0	16026	38437	17812	0	19640	0	64141	47160	11033
ASV466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV467	21285	3338	7937	4647	6150	65090	68293	34074	184621	104619	44759	30113	156286	168113	243478	182803	221223	283040
ASV468	2367	252	6536	0	448	9763	46458	0	87058	0	0	0	58554	238002	80844	144548	0	27896
ASV469	3275	0	0	0	0	0	234370	38412	56412	45006	96065	64529	67335	61493	28986	35336	43927	38333
ASV470	0	0	0	0	0	0	121842	173813	179726	179826	17584	149002	9564	51822	8918	74205	55570	53042
ASV471	2388	43398	8563	0	18230	1078	0	0	0	0	7232	0	0	275477	8398	0	77004	0
ASV472	3573	370	1458	0	548	806	16257	8975	0	2461	7973	3901	22570	0	9786	24203	33655	16562
ASV473	0	0	0	0	0	0	0	0	0	0	0	0	122976	125961	183010	108174	88489	17116
ASV474	1637	2967	2924	0	439	0	0	0	0	0	0	0	407744	1292834	44593	17432	149246	95387
ASV475	15999	28808	23960	18083	13156	17034	0	0	0	27455	0	0	141142	195594	167281	143256	293635	230785
ASV476	1682	2541	1526	0	0	4431	36854	0	75361	199197	58603	60895	0	31022	20973	23665	10633	0
ASV478	0	0	0	0	0	10237	0	0	0	0	0	0	0	0	0	0	0	14730
ASV480	0	987	0	1648	0	2796	0	246408	0	104997	256301	64071	0	60670	0	319525	20269	56428
ASV481	7807	2964	3876	8283	906	6044	44403	54270	0	0	0	9979	6854	6007	14366	3886	17732	0
ASV483	15964	17248	36550	27106	104546	57610	19402	22780	0	20529	81754	24442	15862	17605	3344	30153	62715	52150
ASV484	0	0	0	0	0	0	0	0	0	49754	718247	94467	0	0	0	0	0	0
ASV485	3388	0	0	0	606	0	0	0	0	0	7087	0	0	0	0	0	0	0
ASV486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1919	0	0	0
ASV487	0	0	0	0	0	0	0	0	20841	0	0	0	0	0	0	0	0	0
ASV488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV489	16774	6979	12165	12575	4529	9273	0	47757	0	0	0	0	11904	22495	19193	8864	31509	0
ASV490	12826	7171	18379	16521	18742	26953	187289	186319	160377	0	0	124104	83353	19506	126347	45858	363412	0
ASV491	0	0	0	0	0	0	0	0	336970	47100	187980	83803	8466	0	11536	21465	0	0
ASV492	2047	0	0	0	0	0	0	0	0	0	0	0	1006765	835606	448161	2632273	166711	215734
ASV493	4039	0	4455	0	0	5067	1672565	406534	146578	515542	105960	203781	0	0	0	0	0	0
ASV494	2493	3954	2545	3145	3568	8414	14970	4276	19879	5010	12983	0	17524	42039	24899	37309	97789	35749
ASV495	1871	0	0	0	0	2079	40799	71100	32369	0	0	4917	0	11335	0	0	0	0
ASV496	49939	37940	27211	10178	4016	6007	75832	26034	0	9701	0	0	116765	161241	84472	21673	8770	5858
ASV497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV498	31928	5935	30632	20910	14643	42315	214193	119704	265742	130543	0	97771	114765	27440	193534	0	524654	32390
ASV499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV500	0	0	0	0	0	0	110470	172477	6066	185007	18875	126504	0	0	0	0	0	0
ASV501	0	0	668	0	176	0	75123	31853	148256	99487	0	37075	14182	8926	36388	35430	68590	0
ASV502	0	0	0	0	0	0	88627	149628	153106	130817	77427	52530	0	20981	7256	10454	7672	0
ASV503	14736	2077	7352	4027	15111	82474	674241	286677	1145766	471536	495090	370747	8958	0	19621	0	27944	86650
ASV504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV505	0	0	0	0	0	0	0	0	0	0	0	0	151621	334242	44593	593640	1061657	68197
ASV506	3149	1317	1977	917	1949	9808	40410	33528	40552	55014	38511	24761	2899	21861	10027	5157	18476	8308
ASV507	0	0	0	0	0	0	0	137953	314694	1088827	157875	375049	0	0	0	0	0	0
ASV508	4366	5811	7380	7744	2782	10511	198671	30373	227046	57508	0	81215	65936	98521	45634	81351	32284	88998
ASV509	0	0	836	0	0	2628	640250	154096	618199	211410	113268	166602	57850	95214	50836	20024	57158	0
ASV510	0	0	0	0	0	0	0	0	0	0	0	0	0	47111	134225	347232	3601482	0
ASV511	12826	1978	61264	4518	2928	39485	0	0	0	6975	0	0	0	0	8175	0	10761	15452
ASV512	0	954	0	0	0	1271	0	0	0	0	0	0	0	0	0	0	0	0
ASV515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV517	35612	5378	31537	0	1976	13948	32594	13208	0	24872	31286	31091	6998	0	14270	237456	0	55940
ASV518	8187	4451	11974	0	0	3369	59498	0	98371	191078	19791	0	11197	55046	24823	12564	0	9063
ASV519	0	0	0	0	0	0	9934	24694	0	0	0	0	0	0	0	0	0	0
ASV520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV521	8733	2720	9747	13165	9078	17519	412864	184023	984643	682985	281952	287316	60337	27440	118023	0	115375	0
ASV522	1211	439	865	0	0	0	176336	146004	435730	83863	18107	37373	0	0	0	0	0	0
ASV523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8250	0	0	0
ASV524	0	1272	0	0	879	5660	0	11376	0	0	0	0	0	0	0	0	9980	0
ASV525	0	0	0	0	0	0	126756	0	0	0	123620	0	0	0	0	0	0	0
ASV526	0	753	0	0	0	0	364788	22155	0	0	3941	0	24392	4531	0	0	232114	0
ASV527	0	0	0	0	0	0	177718	66807	195110	0	14387	0	0	0	0	0	0	0
ASV528	19473	7922	23117	22556	15353	28261	114525	0	248496	108471	218164	72901	196122	221474	191793	509566	411575	300761
ASV529	949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV530	503	0	514	0	0	580	0	0	8885	0	0	4408	2199	0	5026	0	0	0
ASV531	34793	7047	4873	0	1757	3504	91575	22843	390687	42111	13245	25029	18506	0	0	0	0	0
ASV532	0	415	0	722	656	0	12162	0	0	0	0	5253	0	0	0	0	0	0
ASV533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV534	0	0	0	0	0	0	41461	0	63226	14061	0	5893	0	0	0	0	0	0
ASV535	0	0	0	0	0	0	60015	48239	334741	468746	497526	387694	0	0	0	0	0	0
ASV536	0	0	0	0	0	0	263417	58083	380830	88094	242456	125147	0	0	0	0	0	0
ASV537	1375	761	1403	1517	328	1735	13900	12428	34444	5819	8691	8026	1828	5459	9900	4131	6023	0
ASV538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV540	0	0	0	0	0	0	0	0	0	0	0	0	2130	0	0	3442	0	0
ASV541	11801	7686	13548	5232	5145	16026	605467	331112	861865	183168	387187	130714	0	20105	47807	61970	51017	45377
ASV542	11042	7419	11074	7204	2860	12787	321253	152605	402028	38561	109189	126966	38624	127553	69897	63988	85663	50378
ASV543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3440	0
ASV544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV546	0	0	0	0	62803	39292	0	0	0	0	0	8638	0	0	0	0	169506	34280
ASV547	2865	0	0	0	1025	7816	252478	44028	193945	29478	48870	24508	0	0	0	0	0	0
ASV548	0	17433	43442	0	879	34364	0	20291	0	0	0	14079	0	0	39242	0	0	38333
ASV549	0	0	0	0	0	0	0	492494	0	0	0	0	0	0	0	0	0	0
ASV550	8972	2202	8392	6012	13439	10892	132532	121847	259930	100230	55683	81788	87553	69291	109345	58086	99565	0
ASV551	0	0	0	0	0	0	0	1626	0	0	0	0	0	0	0	0	0	0
ASV552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5349
ASV553	37452	8604	13888	14870	8378	22923	23202	12729	0	4680	0	8467	23567	32209	19538	18579	74612	22287
ASV554	3738	5081	9346	0	9628	7938	155212	131812	400433	104736	133263	126075	0	0	0	49050	0	0
ASV555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV560	4673	2371	5341	3359	1805	7015	99931	81989	343593	92838	74661	136790	59008	73367	88372	117248	73949	68386
ASV561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV562	0	0	0	0	0	0	347278	464837	242048	591282	99687	285901	28758	10643	7534	0	0	0
ASV563	0	0	0	0	0	0	0	0	0	0	0	0	210257	439298	200974	61313	709762	61059
ASV564	14749	9686	63756	7995	5335	1964	0	0	11891	0	0	0	0	68865	98574	0	44461	0
ASV565	0	0	0	0	0	0	24805	38110	35764	47050	18144	19108	0	8152	0	0	8458	0
ASV566	0	0	0	0	0	0	0	0	23429	58918	7187	98267	59678	34487	79679	74617	258173	23079
ASV567	363	329	0	0	0	0	52809	89596	47587	33872	31620	70349	1380	0	0	0	0	0
ASV568	0	0	0	0	0	0	567527	480904	598941	124345	82180	561750	0	29181	155166	0	0	49273
ASV569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5246	0	0
ASV570	0	0	0	0	0	0	0	0	261513	88506	0	124965	0	0	0	0	0	0
ASV571	0	0	0	0	0	0	10978	0	0	0	0	0	0	0	0	0	0	0
ASV573	1644	10651	72554	7853	2911	8037	0	0	0	0	0	0	0	32264	189834	0	11690	20944
ASV574	0	0	0	0	0	10672	0	0	0	0	0	0	0	0	0	0	70924	0
ASV576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV577	0	0	0	0	586	0	0	0	0	0	0	0	4043	0	6838	0	7233	0
ASV578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4739	0	0
ASV579	0	0	0	0	0	0	0	0	22991	18027	0	0	0	0	0	0	0	0
ASV580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV581	23687	7908	32229	10221	4014	10056	13394	6219	12070	7816	13679	0	28181	16362	70851	68639	27134	23531
ASV582	1829	1894	0	1318	1121	1720	0	0	0	0	0	0	0	0	0	0	0	0
ASV583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35765	0	5642	9503
ASV584	26425	4069	11809	490	2780	12965	413899	0	499852	88286	283285	106434	5905	0	3387	0	0	18431
ASV585	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV586	17396	21884	53258	4260	27894	19002	25610	0	0	0	13474	10755	17728	0	0	30860	25933	20504
ASV588	0	0	0	0	0	1100	0	0	0	0	0	0	0	0	0	0	0	3942
ASV589	0	0	0	0	0	0	7796	3846	0	0	0	0	0	0	0	0	0	0
ASV590	14666	14480	26135	11182	10101	20539	336155	141674	468956	130470	121142	190104	236756	108994	212234	135548	188206	163991
ASV592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV593	875	0	4467	0	1644	4756	302124	235442	783089	74524	263044	118371	0	7160	8108	13101	32830	10011
ASV595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV596	0	0	0	5078	0	0	0	0	0	43578	0	0	0	0	0	0	0	0
ASV597	12280	13247	14720	15304	6694	16749	67998	0	0	22371	20661	0	67091	61634	86850	25352	53680	50941
ASV598	0	0	0	0	0	0	51885	40363	0	0	0	9386	0	0	0	0	0	0
ASV599	5018	2051	3313	3816	1267	1555	33580	15553	0	13286	17456	31023	14915	23484	14364	28654	9160	7822
ASV600	0	0	0	0	0	0	0	0	0	45796	104134	0	0	17605	0	8010	0	10252
ASV601	0	757	0	0	0	2200	190055	100530	181728	133342	19108	252342	17614	22097	0	12019	12961	34112
ASV602	0	0	0	0	0	0	698100	114505	597137	180449	108029	409298	99483	88992	44593	0	104157	17911
ASV604	4708	5564	6057	1162	2856	25066	97008	72358	175530	9080	33798	57294	36856	40664	40580	9894	25139	129931
ASV605	0	0	0	0	0	551	0	0	0	0	0	0	0	0	0	0	0	0
ASV606	2059	988	1483	0	1690	0	151538	188706	305384	19856	24323	133524	25121	49297	32851	0	30063	0
ASV608	0	0	0	0	0	0	0	0	0	0	0	0	0	266881	53564	90186	0	0
ASV609	0	0	0	35760	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV610	8783	10737	32893	5487	23031	11867	0	0	0	0	0	0	3400	50394	37823	4769	68887	16151
ASV611	5552	9986	9386	18264	12627	1391	0	52545	0	0	0	0	15488	38548	14804	12494	27962	8662
ASV613	7982	4266	12949	10455	3734	35375	495126	209418	611905	131662	109842	182245	0	0	0	119670	81768	55940
ASV614	0	5687	10861	8003	6735	17249	448045	307810	485795	97645	93477	234129	104191	84305	98402	32980	287201	60917
ASV616	0	508	381	0	200	1477	7796	8391	10857	10275	13764	20358	21516	81519	25453	31410	26583	5292
ASV617	0	0	0	0	0	0	0	0	0	0	0	18381	359226	590131	742475	68787	773220	111879
ASV618	2924	1135	2415	0	0	0	335765	81518	419116	100443	65713	128499	0	0	0	5128	0	0
ASV619	0	0	0	6970	19987	43258	0	0	0	0	0	0	0	27275	0	17196	0	35658
ASV620	4093	0	3342	7745	5857	6738	389065	380551	292782	149230	142194	285230	80243	0	100186	87004	129487	44871
