ASV_ID	GB81	GB82	GB83	GB84	GB85	GB86	PBS81	PBS82	PBS83	PBS84	PBS85	PBS86	PE81	PE82	PE83	PE84	PE85	PE86
ASV30529	0	0	0	0	0	0	0	0	0	0	0	771	0	0	0	0	0	0
ASV30531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30622	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30651	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30724	0	0	0	0	0	0	0	0	0	0	0	0	0	1898	0	0	0	0
ASV30725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2001	0	0
ASV30757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30758	0	0	0	0	0	0	0	0	0	0	0	0	0	2038	0	0	0	0
ASV30759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3769	0	0
ASV30805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	668
ASV30847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30848	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV30869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
